Student ID,Age,Gender,Home Region,Home City,Program ID,Program Main Category Code,Program Sub Category Code,Technology Type,Program Skill Level,Program Presentation Method,Program Start Date,Program End Date,Program Days,Completed Degree,Level of Education,College,University Degree Score,University Degree Score System,Employment Status,Job Type,Still Working,Y,Age Range by Program
47a6cab7-2187-46cd-9aa4-7a7858142570,21,Male,Makkah Region,Jeddah,451d680f-e067-41c0-a998-6b3da3963bca,CAUF,SWPS,Traditional,Intermediate,Remote,2023-10-08,2023-10-12,5,Yes,Bachelor,Information and Communication Technology,4.3,5.0,Student,No Job,No,0,19-42
6437d351-aafd-4922-8a01-8b1d64d3c73a,35,Male,Medina Region,Medina,899795e1-7bf3-46d0-a58e-824d4033f6da,PCRF,PCRF,Traditional,Intermediate,Remote,2023-05-14,2023-11-02,173,Yes,Bachelor,Information and Communication Technology,4.87,5.0,Employed,Full-time,Yes,1,21-42
1a16557b-af64-46a7-b988-ef4e1e10bbdd,26,Female,Eastern Province,Dammam,0a189924-a682-4deb-80c9-5525ebd2b9da,CAUF,SWPS,Traditional,Beginner,Remote,2022-12-04,2022-12-22,19,Yes,Bachelor,Information and Communication Technology,4.46,5.0,Employed,Full-time,Yes,0,20-45
14abc134-ecfd-4df5-9470-85ea8b5f2aa5,21,Female,Riyadh Region,Riyadh,b6ffa329-0c54-4adf-b297-d9ce04ed2948,CAUF,CRDP,Supportive,Beginner,In-person,2022-10-30,2022-11-03,5,Yes,Bachelor,Information and Communication Technology,4.38,5.0,Student,No Job,No,0,19-53
84e6e62a-7643-4e8b-ac25-1e2a34a6d027,22,Male,Eastern Province,Dammam,797a1a4b-a456-42e4-abe9-322460e625d2,PCRF,PCRF,Traditional,Intermediate,In-person,2023-12-24,2023-12-28,5,No,Bachelor,"Business, Management and Law",4.2,5.0,Unemployed,No Job,No,1,22-38
822f477f-0f4a-41ae-8524-2fd0d2823113,20,Female,Eastern Province,Al-Hofuf,ce3562c8-8d27-4ffb-8dfc-e1dd4527b32a,PCRF,PCRF,Traditional,Beginner,Remote,2023-01-15,2023-01-19,5,No,Secondary,No College,99.6,100.0,Student,No Job,No,1,19-46
f115d07b-3b93-4568-b83e-c4e7c528db79,19,Female,Makkah Region,Jeddah,e94942dd-8684-4746-97ae-df567b9b0a4a,PCRF,PCRF,Traditional,Beginner,Remote,2023-05-14,2023-05-25,12,No,Secondary,No College,4.91,5.0,Student,No Job,No,0,19-41
cf5c5d83-49ec-433c-a0ee-1e6063fa42f0,24,Male,Riyadh Region,Al-Khobar,4995be52-1108-4880-b852-bda36ea0ee56,TOSL,TOSL,Traditional,Advanced,In-person,2022-12-21,2023-02-02,44,Yes,Diploma,Arts and Humanities,3.36,5.0,Student,No Job,No,0,21-51
2e5892e9-34e2-4bc4-b3c7-edd81f55443f,31,Male,Riyadh Region,Riyadh,1b546d80-2ed0-42e6-9867-61b3d2f92d50,GRST,INFA,Emerging,Intermediate,In-person,2023-08-13,2023-08-17,5,Yes,Bachelor,Information and Communication Technology,1.6,4.0,Employed,Full-time,Yes,0,22-41
153c1794-d565-4eb4-92ea-2197e282c126,29,Female,Eastern Province,Hafr Al-Batin,ee1206d8-ea7a-492e-af9d-24d6f4039e18,PCRF,PCRF,Emerging,Beginner,In-person,2023-04-02,2023-04-06,5,Yes,Diploma,Information and Communication Technology,4.69,5.0,Employed,Full-time,Yes,0,20-42
ef99601a-f2e0-4407-82e3-7561454a123f,27,Male,Riyadh Region,Riyadh,74e75422-7dc1-4e2c-b7bf-60adf28a9d25,CAUF,SWPS,Traditional,Intermediate,In-person,2022-09-12,2022-09-20,9,Yes,Bachelor,Information and Communication Technology,4.22,5.0,Employed,Full-time,Yes,0,20-37
8bb09002-bdea-4a1f-b5b8-4eca78bec239,26,Male,Riyadh Region,Riyadh,466894b4-ade6-45f9-a422-1e3cd7e97467,CAUF,SWPS,Traditional,Intermediate,In-person,2022-09-12,2022-09-20,9,Yes,Diploma,Information and Communication Technology,4.8,5.0,Unemployed,No Job,No,0,20-37
45e53f9b-2a43-43d6-8e93-f1de83277bbc,39,Male,Riyadh Region,Riyadh,1c8a5fbd-9986-486f-9d9b-b50568f2589b,PCRF,PCRF,Traditional,Advanced,In-person,2023-02-12,2023-03-02,19,Yes,Master,"Business, Management and Law",4.5,5.0,Employed,Full-time,Yes,1,21-46
5771cc15-41e6-419c-8320-661dcb1bc3f9,49,Male,Riyadh Region,Riyadh,555795c5-5a97-43ae-ae84-cba8e6848fd7,APMR,No sub,Traditional,Beginner,In-person,2023-07-16,2023-07-20,5,No,Master,Information and Communication Technology,4.5,5.0,Employed,Full-time,Yes,1,20-49
f13dba1f-49e6-4611-8c9f-5339af0c6195,27,Female,Riyadh Region,Riyadh,e6be9f1a-dffa-4662-a7d2-74a6e12ad4b2,CAUF,SWPS,Supportive,Beginner,In-person,2022-11-06,2022-11-17,12,Yes,Bachelor,Arts and Humanities,3.85,5.0,Graduate,No Job,No,1,18-49
c2b02c32-f749-4114-896e-e629dda449ba,24,Male,Riyadh Region,Riyadh,355355c1-348f-42b9-b3dc-0820a3efa80f,CAUF,SWPS,Traditional,Advanced,In-person,2022-10-09,2022-11-17,40,Yes,Bachelor,Information and Communication Technology,3.37,5.0,Unemployed,No Job,No,0,20-35
b1ab7f9c-5dc3-45c8-ae5b-2125558d1e35,24,Female,Riyadh Region,Riyadh,a8841902-da19-4b48-8243-386ae61246ec,APMR,No sub,Emerging,Advanced,Remote,2023-09-03,2023-09-07,5,Yes,Bachelor,Information and Communication Technology,3.3,4.0,Employed,Full-time,Yes,0,22-36
b64dcba5-dbb1-4c55-a253-bf90507b4906,37,Male,Riyadh Region,Riyadh,c6de055c-6d48-442e-9f3c-9fc32768c8c8,APMR,SRTA,Traditional,Intermediate,In-person,2023-05-21,2023-06-01,12,Yes,Bachelor,Information and Communication Technology,3.33,5.0,Employed,Full-time,Yes,1,23-40
80883ef1-5b9b-432f-a362-520b51f6da03,30,Male,Riyadh Region,Riyadh,0d6336e2-4a79-4c32-8f15-073f9a4f6976,PCRF,PCRF,Traditional,Beginner,In-person,2023-07-16,2023-07-27,12,Yes,Bachelor,Information and Communication Technology,3.3,4.0,Employed,Full-time,Yes,0,19-48
1633bd77-8035-422e-9e5c-233492da2306,23,Male,Riyadh Region,Riyadh,6912b706-121b-49c7-9b7b-c0c1dddd9fb4,TOSL,No sub,Emerging,Beginner,In-person,2023-03-19,2023-03-23,5,Yes,Bachelor,Information and Communication Technology,4.5,5.0,Employed,Full-time,Yes,0,22-42
804fecfd-1e0b-434c-ac24-e630e4c2c72a,24,Female,Najran Region,Najran,451d680f-e067-41c0-a998-6b3da3963bca,CAUF,SWPS,Traditional,Intermediate,Remote,2023-10-08,2023-10-12,5,No,Bachelor,Information and Communication Technology,3.0,5.0,Student,No Job,No,0,19-42
19dccee0-201e-4086-b245-b43629e895d7,26,Male,Makkah Region,Jeddah,30643e26-1fcf-43f7-bc07-4cde49ecd276,CAUF,SWPS,Traditional,Beginner,In-person,2022-11-06,2022-11-10,5,Yes,Bachelor,Information and Communication Technology,3.59,5.0,Graduate,No Job,No,0,19-42
accea714-0b5a-494f-8f80-c44535be22a7,35,Male,Riyadh Region,Riyadh,c93ccd9b-76cc-4683-acec-d16064a65681,CAUF,No sub,Emerging,Advanced,In-person,2023-07-16,2023-07-20,5,Yes,Bachelor,Information and Communication Technology,3.46,5.0,Employed,Full-time,Yes,0,27-41
c6713682-1120-40ef-8331-4cc2b3275046,22,Male,Riyadh Region,Riyadh,bf2c98d8-e59c-4875-a23a-7c7993b80c30,PCRF,PCRF,Traditional,Beginner,In-person,2023-05-07,2023-05-18,12,Yes,Bachelor,Information and Communication Technology,4.18,5.0,Graduate,No Job,No,1,21-31
47bb65d3-cd3e-4602-b951-0b67511d5a10,24,Female,Riyadh Region,Riyadh,bc72074a-cac8-4dab-9530-018072bbbcd2,APMR,SRTA,Traditional,Intermediate,In-person,2023-06-11,2023-06-22,12,Yes,Bachelor,Information and Communication Technology,4.99,5.0,Employed,Full-time,Yes,0,20-41
750bf506-cde0-4537-827d-16c2db40cc61,21,Female,Makkah Region,Jeddah,8aa12ecb-66ed-45e3-a320-919e8caf9e06,CAUF,SWPS,Traditional,Intermediate,Remote,2022-11-20,2023-01-12,54,No,Bachelor,Information and Communication Technology,4.61,5.0,Student,No Job,No,1,20-43
04f31e93-62a8-4234-9377-8450579b7186,23,Male,Riyadh Region,Riyadh,6f905d3e-9eb9-4c40-ba6e-758c9a66fa72,PCRF,PCRF,Supportive,Beginner,In-person,2023-10-29,2023-11-09,12,Yes,Bachelor,Information and Communication Technology,3.0,5.0,Employed,Full-time,Yes,0,23-38
f04c97bb-2265-441c-8638-1194b2f294a4,34,Male,Eastern Province,Aynak,ce3562c8-8d27-4ffb-8dfc-e1dd4527b32a,PCRF,PCRF,Traditional,Beginner,Remote,2023-01-15,2023-01-19,5,No,Bachelor,Education,3.65,5.0,Employed,Full-time,Yes,1,19-46
47ce7552-3141-473f-a7cc-9ae76ca04b5b,22,Female,Riyadh Region,Riyadh,1dcb8c62-4789-4e37-80d3-affdc652522c,CAUF,SWPS,Traditional,Beginner,In-person,2022-09-04,2022-09-15,12,Yes,Bachelor,Information and Communication Technology,3.0,4.0,Employed - Student,Internship,Yes,0,20-55
e22d888d-9c7b-46ea-a4d2-4cbd6cba8ddc,28,Male,Hail Region,Hail,eaa49c92-77da-4177-9970-0146981a1b50,APMR,SRTA,Traditional,Intermediate,In-person,2023-03-05,2023-03-16,12,Yes,Bachelor,Information and Communication Technology,2.5,4.0,Unemployed,No Job,No,0,20-42
aef553a2-cb93-46cc-acfc-83842b9a000f,26,Male,Riyadh Region,Riyadh,a5a9e969-2d2d-4a17-a8e9-b1589d970847,CAUF,SWPS,Traditional,Intermediate,In-person,2022-12-11,2022-12-22,12,Yes,Bachelor,Information and Communication Technology,3.18,4.0,Employed,Full-time,Yes,0,20-32
6ea84f7f-d0e4-4531-bd40-db95463cb3f2,30,Female,Riyadh Region,Riyadh,03ec0d20-11cd-49bf-9b54-de5d12d4bd76,CAUF,SWPS,Traditional,Beginner,Remote,2022-12-25,2023-01-05,12,Yes,Bachelor,Information and Communication Technology,3.39,5.0,Unemployed,No Job,No,0,19-38
f46ee709-e253-4e11-bae4-aa1cedf0ee61,25,Male,Riyadh Region,Riyadh,28272145-7f6f-468a-bf20-77fe1cb4bb15,CAUF,SWPS,Traditional,Intermediate,In-person,2023-05-28,2023-06-08,12,Yes,Bachelor,Information and Communication Technology,86.0,100.0,Employed,Full-time,Yes,0,21-35
c5a92671-af81-47ec-9f0a-967c79141ff7,28,Male,Riyadh Region,Riyadh,a8841902-da19-4b48-8243-386ae61246ec,APMR,No sub,Emerging,Advanced,Remote,2023-09-03,2023-09-07,5,Yes,Bachelor,Information and Communication Technology,4.04,5.0,Employed,Full-time,Yes,0,22-36
0962ae08-bf9f-4b25-b030-d708bb2dd620,26,Female,Riyadh Region,Riyadh,e0189c33-e562-4d49-8b09-c1cc3f9781c9,INFA,INFA,Traditional,Intermediate,In-person,2023-01-22,2023-02-02,12,Yes,Bachelor,Information and Communication Technology,5.0,5.0,Employed,Full-time,Yes,0,22-43
66cf09a6-26a8-466a-b796-5dd9d3bfb4ee,23,Female,Riyadh Region,Riyadh,899795e1-7bf3-46d0-a58e-824d4033f6da,PCRF,PCRF,Traditional,Intermediate,In-person,2023-05-14,2023-11-02,173,Yes,Bachelor,Information and Communication Technology,4.93,5.0,Graduate,No Job,No,0,21-42
3ab8f6b5-7f48-4478-bde3-16314892ffb3,38,Male,Qassim Region,Buraidah,55a8f0c7-7fdc-4574-9828-44e5979f7c78,PCRF,PCRF,Traditional,Advanced,In-person,2023-05-07,2023-05-11,5,Yes,Bachelor,Information and Communication Technology,4.89,5.0,Employed,Full-time,Yes,0,24-45
504ea01a-90ea-4cc4-96c9-7f410dd4b4a9,24,Female,Medina Region,Medina,a342d46f-2357-4398-958c-a0a759f5d5eb,APMR,SRTA,Traditional,Intermediate,Remote,2023-09-17,2023-09-28,12,Yes,Bachelor,Information and Communication Technology,4.56,5.0,Graduate,No Job,No,0,20-46
de8bddae-4673-428f-9350-b16060181225,19,Male,Riyadh Region,Riyadh,4f6ca9c4-fac2-4bf3-ad92-56033d3c30fc,QWLM,No sub,Traditional,Intermediate,In-person,2023-11-05,2023-12-14,40,Yes,Bachelor,Information and Communication Technology,5.0,5.0,Student,No Job,No,0,19-37
e51b531d-3ed3-4103-bb82-33ba222c7610,20,Male,Riyadh Region,Riyadh,3218820e-5fc3-4dcb-8c23-17ac8de5e4b0,GRST,INFA,Traditional,Intermediate,In-person,2022-12-25,2022-12-29,5,Yes,Secondary,No College,95.3,100.0,Unemployed,No Job,No,0,20-45
610fd5c6-ad21-4cd1-995f-d1cf594a9cdf,31,Male,Riyadh Region,Riyadh,c49987af-b421-4b88-b36a-a0ec91d95aa3,GRST,INFA,Traditional,Intermediate,In-person,2023-07-23,2023-07-27,5,No,Bachelor,Information and Communication Technology,3.0,5.0,Employed,Full-time,Yes,0,24-41
c7d2065f-774f-4db0-bf01-40a622951bd5,26,Female,Riyadh Region,Riyadh,ee8edc03-54db-45ad-9417-9e7df440c8d6,CAUF,SWPS,Traditional,Beginner,In-person,2023-07-23,2023-07-27,5,Yes,Bachelor,Information and Communication Technology,3.64,5.0,Employed,Full-time,Yes,0,20-42
0427b4b4-3c29-491c-8a2e-5208265151f5,24,Male,Riyadh Region,Riyadh,3c11e482-907a-4b68-9017-6a8e22688a9c,TOSL,TOSL,Traditional,Beginner,In-person,2023-08-13,2023-08-17,5,Yes,Bachelor,Information and Communication Technology,3.9,5.0,Employed,Full-time,Yes,0,22-33
bc454e69-b9f1-40fc-be50-5344b2f19164,26,Male,Asir Region,Bisha,ee1206d8-ea7a-492e-af9d-24d6f4039e18,PCRF,PCRF,Emerging,Beginner,In-person,2023-04-02,2023-04-06,5,Yes,Bachelor,Information and Communication Technology,3.98,5.0,Employed,Full-time,Yes,0,20-42
bd145dcf-5689-4750-9ab5-f8d63564a7f8,27,Female,Riyadh Region,Riyadh,3d1b8482-4601-42fe-9ce2-1eed6c9a5ebe,CAUF,ERST,Traditional,Intermediate,In-person,2023-07-23,2023-09-14,54,Yes,Bachelor,Information and Communication Technology,3.65,5.0,Unemployed,No Job,No,0,22-32
423eaadd-5095-488a-8dbb-f2325a0d68c8,28,Female,Riyadh Region,Riyadh,0d6336e2-4a79-4c32-8f15-073f9a4f6976,PCRF,PCRF,Traditional,Beginner,In-person,2023-10-29,2023-11-09,12,Yes,Bachelor,Arts and Humanities,4.38,5.0,Employed,Full-time,Yes,0,19-48
12921efe-c92c-400a-8a30-dad7b4be2112,27,Male,Riyadh Region,Riyadh,32bce2ad-426a-4096-b7d0-78b5f30bd8a0,ABIR,INFA,Emerging,Beginner,In-person,2023-05-14,2023-05-25,12,Yes,Bachelor,Information and Communication Technology,2.18,4.0,Employed,Full-time,Yes,0,20-43
8de96fec-93ba-4716-a685-dc015e849dc8,30,Female,Eastern Province,Jubail,5364b84a-0ed3-4e1c-9b7d-5a5cf1e14b20,CAUF,SWPS,Traditional,Beginner,In-person,2022-09-11,2022-09-15,5,Yes,Master,Information and Communication Technology,4.79,5.0,Employed,Full-time,Yes,0,18-33
403ed0b5-6723-4eac-aded-db8cd9b4ff30,22,Male,Riyadh Region,Riyadh,91cb1fe9-6f95-44aa-900c-42f41320a1a8,APMR,No sub,Traditional,Intermediate,In-person,2023-03-19,2023-03-30,12,Yes,Bachelor,Information and Communication Technology,4.0,5.0,Student,No Job,No,0,20-24
82a08661-62b8-4690-9b77-5361860c722f,23,Female,Riyadh Region,Riyadh,9a48a693-5c44-4c91-9443-417178621789,PCRF,PCRF,Traditional,Beginner,In-person,2023-03-19,2023-03-23,5,Yes,Bachelor,Information and Communication Technology,4.28,5.0,Student,No Job,No,0,21-47
79f3802e-30ba-46bb-9828-acf3b4ad8efa,23,Male,Makkah Region,Jeddah,899795e1-7bf3-46d0-a58e-824d4033f6da,PCRF,PCRF,Traditional,Intermediate,In-person,2023-05-14,2023-11-02,173,Yes,Bachelor,Information and Communication Technology,4.8,5.0,Unemployed,No Job,No,0,21-42
a4b1fa2a-f39f-49fa-be22-63f7e4edce97,41,Male,Riyadh Region,Riyadh,f02dbb17-623e-4a07-8125-4ea43c793ba3,CAUF,SWPS,Traditional,Beginner,Remote,2022-06-12,2022-06-16,5,Yes,Master,Information and Communication Technology,64.0,100.0,Employed,Full-time,Yes,0,19-50
14ccd436-cd4e-4d6f-b0a5-f10da2962414,41,Male,Riyadh Region,Riyadh,1c8a5fbd-9986-486f-9d9b-b50568f2589b,PCRF,PCRF,Emerging,Advanced,In-person,2023-02-26,2023-03-16,19,Yes,Bachelor,Information and Communication Technology,4.0,5.0,Employed,Full-time,Yes,0,21-46
91bd56c5-09f1-4e35-8352-a1851d5f58fc,28,Female,Qassim Region,Buraidah,621097d4-b367-4606-8c17-1810a0f75f52,PCRF,PCRF,Traditional,Beginner,In-person,2023-07-16,2023-08-03,19,Yes,Bachelor,Information and Communication Technology,3.2,5.0,Employed,Full-time,Yes,0,20-39
5654e7b1-dff8-46e1-8635-cac39c523f40,26,Male,Riyadh Region,Riyadh,6912b706-121b-49c7-9b7b-c0c1dddd9fb4,TOSL,No sub,Traditional,Beginner,In-person,2023-03-19,2023-03-23,5,Yes,Bachelor,Information and Communication Technology,1.0,4.0,Employed,Full-time,Yes,0,22-42
b3dd80e7-9178-4cc5-9c83-bd026b50273d,25,Male,Riyadh Region,Riyadh,c5df4638-1aac-495d-8968-44b8440930bb,INFA,INFA,Traditional,Intermediate,In-person,2023-03-05,2023-03-16,12,Yes,Bachelor,"Business, Management and Law",2.0,4.0,Unemployed,No Job,No,0,21-42
60240335-6e49-4c04-b164-bf6a0e52cf2d,22,Female,Al-Baha Region,Al-Baha,786daedd-7fb3-4c4f-9c24-e19768b39ece,APMR,No sub,Supportive,Intermediate,In-person,2023-01-08,2023-03-07,59,No,Bachelor,Information and Communication Technology,3.0,4.0,Employed,Full-time,Yes,0,20-38
1890559a-7f1a-4bf9-b245-6541f47c4534,33,Female,Riyadh Region,Riyadh,f166679b-c2b6-4a12-823c-4db899d1e94a,ABIR,INFA,Traditional,Advanced,In-person,2023-06-11,2023-06-22,12,Yes,Master,Information and Communication Technology,3.81,4.0,Employed,Full-time,Yes,0,27-45
4f112151-e337-42f0-93da-71b5519189c3,32,Male,Riyadh Region,Riyadh,476e7d2f-c531-4689-a425-4093f43ce655,PCRF,PCRF,Traditional,Beginner,Remote,2023-10-01,2023-10-05,5,Yes,Bachelor,Information and Communication Technology,3.0,4.0,Unemployed,No Job,No,0,23-40
fba7b877-e4b3-443c-b052-c419a3acdb81,26,Male,Riyadh Region,Riyadh,8321b238-a67b-41fe-a70c-87eb262e42f8,PCRF,PCRF,Supportive,Beginner,In-person,2023-09-10,2023-09-21,12,Yes,Bachelor,Information and Communication Technology,3.0,5.0,Employed,Full-time,Yes,0,22-41
b1a54f6e-a172-4238-8997-1af67938de4c,27,Male,Riyadh Region,Riyadh,e087e1ff-ee27-4ead-b267-e73ef638ad3f,APMR,SRTA,Traditional,Intermediate,In-person,2022-09-04,2022-09-07,4,Yes,Bachelor,Information and Communication Technology,3.59,5.0,Employed,Full-time,Yes,0,21-42
22f0fcf4-7135-4f01-a8a5-3f7246a565b6,22,Female,Makkah Region,Jeddah,013916fa-85bd-46bc-80c8-f37c036fd142,PCRF,PCRF,Traditional,Advanced,In-person,2023-07-16,2023-08-24,40,Yes,Bachelor,Information and Communication Technology,4.88,5.0,Student,No Job,No,0,16-37
b1e86416-67d4-4d80-93ce-a99301233290,21,Female,Riyadh Region,Riyadh,2ec15f6b-233b-428a-b9f5-e40bc8d14cf9,TOSL,TOSL,Emerging,Beginner,In-person,2023-07-23,2023-08-24,33,Yes,Bachelor,Information and Communication Technology,4.0,5.0,Student,No Job,No,0,21-38
75b0ba01-cf04-418e-b053-cc72aa4d4b14,19,Male,Riyadh Region,Riyadh,664ea7e3-422e-42b7-9e97-c400ff16bd0e,CAUF,SWPS,Traditional,Intermediate,In-person,2023-03-26,2023-04-06,12,Yes,Secondary,No College,84.68,100.0,Graduate,No Job,No,0,19-55
0d756dde-9dbe-4e30-b361-e08ba22c993e,22,Female,Makkah Region,Jeddah,e94942dd-8684-4746-97ae-df567b9b0a4a,PCRF,PCRF,Traditional,Beginner,Remote,2023-05-14,2023-05-25,12,Yes,Bachelor,Information and Communication Technology,4.36,5.0,Student,No Job,No,0,19-41
1966d389-e041-48dc-9e02-fd7ccb8b0126,25,Female,Riyadh Region,Riyadh,c49987af-b421-4b88-b36a-a0ec91d95aa3,GRST,INFA,Traditional,Intermediate,In-person,2023-05-07,2023-05-11,5,Yes,Bachelor,Information and Communication Technology,4.27,5.0,Unemployed,No Job,No,0,24-41
de3c9924-7928-47f5-968a-b3f3c3dd975c,31,Female,Riyadh Region,Riyadh,ab263106-20a8-42aa-9626-278e62ae3a49,CAUF,SWPS,Traditional,Advanced,In-person,2023-12-24,2023-12-28,5,Yes,Bachelor,Information and Communication Technology,3.0,5.0,Employed,Full-time,Yes,0,22-49
df69bab2-08ce-4135-870e-f7262e1d8ed5,29,Female,Riyadh Region,Riyadh,c49987af-b421-4b88-b36a-a0ec91d95aa3,GRST,INFA,Traditional,Intermediate,In-person,2023-07-23,2023-07-27,5,Yes,Bachelor,Information and Communication Technology,2.0,5.0,Employed,Full-time,Yes,0,24-41
0d7c6f50-8ccd-49a4-a56c-78ea04dce1bb,39,Male,Jazan Region,Jazan,8d7f7985-b199-4712-9dfd-32f5e4a8eb85,INFA,INFA,Traditional,Beginner,Remote,2023-03-05,2023-03-09,5,No,Bachelor,"Business, Management and Law",3.0,5.0,Employed,Full-time,Yes,1,20-46
8c584b3b-463a-44d9-8e30-d631efe1696e,26,Female,Asir Region,Abha,aab6e8f7-5f67-4691-b6a9-6b1004cb98cd,APMR,SRTA,Traditional,Intermediate,Remote,2023-03-12,2023-03-16,5,Yes,Bachelor,Information and Communication Technology,3.0,5.0,Unemployed,No Job,No,0,21-57
62102a8e-711f-4a02-8d05-b2d884a38832,34,Male,Makkah Region,Jeddah,580f44fe-6cce-41f2-b890-17bae1553aae,CAUF,No sub,Traditional,Beginner,Remote,2023-03-19,2023-03-23,5,No,Master,Information and Communication Technology,4.95,5.0,Employed,Full-time,Yes,1,20-39
f5e248fa-15a6-4085-93f5-5ed03b5adf57,32,Male,Riyadh Region,Riyadh,5d329fe7-6d33-4a17-a4a6-3c4d80faaa2b,CAUF,SWPS,Traditional,Intermediate,In-person,2023-07-23,2023-09-14,54,Yes,Bachelor,Information and Communication Technology,2.5,4.0,Graduate,No Job,No,0,23-32
7ac5264f-4769-4493-b097-84a9e80b7495,25,Female,Riyadh Region,Riyadh,e5fda958-eb5d-4eb7-8581-fe5da1edcd3c,CAUF,CRDP,Traditional,Beginner,In-person,2023-02-26,2023-03-02,5,Yes,Bachelor,"Natural Sciences, Mathematics and Statistics",4.0,5.0,Unemployed,No Job,No,0,20-42
a9d76a89-b217-469f-a498-e3fb646ebd3b,28,Male,Riyadh Region,Riyadh,3c11e482-907a-4b68-9017-6a8e22688a9c,TOSL,TOSL,Traditional,Beginner,In-person,2023-08-13,2023-08-17,5,Yes,Bachelor,Information and Communication Technology,4.31,5.0,Employed,Full-time,Yes,0,22-33
55e94d0c-bf75-4e63-8dc5-cd3b57d861ec,22,Female,Makkah Region,Holy Capital,c10c336c-d4fd-4ec7-8989-11933a63c4dd,CAUF,SWPS,Supportive,Beginner,In-person,2023-12-31,2024-01-25,26,No,Bachelor,Information and Communication Technology,3.73,4.0,Unemployed,No Job,No,0,18-34
5dd95ead-d47d-4ed7-b767-69ec0412417a,25,Male,Riyadh Region,Riyadh,87a17fce-8ac2-4d5d-822d-6a5307eee371,TOSL,TOSL,Traditional,Beginner,In-person,2022-11-06,2022-11-17,12,Yes,Bachelor,Information and Communication Technology,3.79,5.0,Employed,Full-time,Yes,0,22-39
a24c7860-06e7-49a8-ba9c-9d943dec0496,33,Female,Eastern Province,Al-Ahsa,daf89fda-a75f-487c-a30c-0b65de513e32,CAUF,No sub,Traditional,Beginner,Remote,2023-07-16,2023-07-20,5,No,Bachelor,Information and Communication Technology,4.0,4.0,Employed,Full-time,Yes,1,18-43
232c7646-9531-4559-922a-ede0097ef476,26,Female,Riyadh Region,Riyadh,ab263106-20a8-42aa-9626-278e62ae3a49,CAUF,SWPS,Traditional,Advanced,In-person,2023-09-03,2023-09-14,12,No,Bachelor,Information and Communication Technology,4.76,5.0,Employed,Full-time,Yes,0,22-49
b8a19194-3be3-44ea-ade2-82670fff0039,24,Male,Riyadh Region,Riyadh,321e4dc8-c3c4-4173-bca5-59a0bd9f327c,PCRF,PCRF,Traditional,Intermediate,In-person,2023-01-08,2023-01-19,12,Yes,Bachelor,Information and Communication Technology,3.0,5.0,Employed,Full-time,Yes,0,23-42
dec2193c-28c7-460e-b7a4-c74a3cfbacd6,27,Female,Riyadh Region,Riyadh,7820fea0-6794-4b09-a31c-addee650e67c,CAUF,SWPS,Supportive,Beginner,In-person,2023-05-28,2023-06-08,12,No,Bachelor,Information and Communication Technology,4.1,5.0,Employed,Full-time,Yes,1,19-42
e02aa4ae-88eb-4707-960c-bcd67226e5e3,24,Female,Makkah Region,Makkah,580f44fe-6cce-41f2-b890-17bae1553aae,CAUF,No sub,Supportive,Beginner,Remote,2023-03-19,2023-03-23,5,Yes,Bachelor,Information and Communication Technology,3.04,4.0,Unemployed,No Job,No,0,20-39
1ef535c9-241d-4006-bf3e-25e8033ca03b,31,Female,Riyadh Region,Riyadh,0a6d6ea3-ef22-4ea1-8c80-5349125a48ed,GRST,INFA,Emerging,Intermediate,In-person,2022-12-25,2022-12-29,5,Yes,Master,Information and Communication Technology,4.99,5.0,Employed,Full-time,Yes,0,24-44
81e74379-c233-402d-b295-c7537eb1ecc0,21,Female,Riyadh Region,Riyadh,6ce6bec8-883d-48bd-8351-fd5f6f761bdd,CAUF,CRDP,Supportive,Beginner,In-person,2022-10-02,2022-10-06,5,Yes,Bachelor,Information and Communication Technology,4.5,5.0,Graduate,No Job,No,0,20-37
b5065937-b08a-4da2-bfec-92128064245d,31,Female,Riyadh Region,Riyadh,0a6d6ea3-ef22-4ea1-8c80-5349125a48ed,GRST,INFA,Traditional,Intermediate,In-person,2022-12-25,2022-12-29,5,Yes,Bachelor,Education,4.31,5.0,Employed,Full-time,Yes,0,24-44
41a4d962-1f4a-4358-9d02-b9bc7a382ede,21,Female,Riyadh Region,Riyadh,664ea7e3-422e-42b7-9e97-c400ff16bd0e,CAUF,SWPS,Traditional,Beginner,In-person,2023-03-26,2023-04-06,12,Yes,Diploma,Information and Communication Technology,4.63,5.0,Graduate,No Job,No,0,19-55
516ca704-c889-4f81-bd3a-f5262fd91459,25,Male,Riyadh Region,Riyadh,4995be52-1108-4880-b852-bda36ea0ee56,TOSL,TOSL,Traditional,Advanced,In-person,2022-12-21,2023-02-02,44,Yes,Bachelor,Information and Communication Technology,4.25,5.0,Employed,Full-time,Yes,0,21-51
6e724c06-f5a8-40b2-a337-a3068ec16799,29,Female,Riyadh Region,Riyadh,321e4dc8-c3c4-4173-bca5-59a0bd9f327c,PCRF,PCRF,Traditional,Intermediate,In-person,2023-01-08,2023-01-19,12,Yes,Bachelor,Information and Communication Technology,4.18,5.0,Employed - Student,Full-time,Yes,0,23-42
fcc8f739-1eaf-4198-aac9-9d96d3e92c3c,27,Male,Riyadh Region,Riyadh,d252b2be-cb8f-4b62-8fae-715cf4a51c71,APMR,SRTA,Supportive,Beginner,In-person,2023-02-26,2023-03-02,5,Yes,Bachelor,"Engineering, Manufacturing and Construction",3.0,4.0,Employed,Full-time,Yes,0,21-43
